Wed 25 Dec 2024 10:11:03 IST

SLURM_JOBID:		 2098572
Epoch 521/65000: Training Loss: 1.2416147752241655		 Val Loss: 2.4628173828125
             	Training MAE: 0.15750399231910706		 Val MAE: 0.11337102204561234
             	Algebraic dist: 32.31449473987926		 Val Algebraic dist: 42.54827880859375
             	RE1 dist: 1196.5822088068182		 Val RE1 dist: 1832.05
             	SED dist: 2.324595017866655		 Val SED dist: 4.860960388183594

Epoch 522/65000: Training Loss: 1.2907591733065518		 Val Loss: 2.3979963302612304
             	Training MAE: 0.15981709957122803		 Val MAE: 0.11920839548110962
             	Algebraic dist: 34.52595103870738		 Val Algebraic dist: 40.88218994140625
             	RE1 dist: 1538.0415482954545		 Val RE1 dist: 1772.393359375
             	SED dist: 2.415612654252486		 Val SED dist: 4.728427124023438

Epoch 523/65000: Training Loss: 1.8968091444535689		 Val Loss: 1.8491411209106445
             	Training MAE: 0.15642309188842773		 Val MAE: 0.12152956426143646
             	Algebraic dist: 42.519811456853695		 Val Algebraic dist: 34.01339111328125
             	RE1 dist: 1806.6015625		 Val RE1 dist: 1433.6572265625
             	SED dist: 3.6407540061257104		 Val SED dist: 3.627738189697266

Epoch 524/65000: Training Loss: 1.6806569532914595		 Val Loss: 2.493427276611328
             	Training MAE: 0.1618802547454834		 Val MAE: 0.14481259882450104
             	Algebraic dist: 41.24867942116477		 Val Algebraic dist: 35.280130004882814
             	RE1 dist: 1808.9856178977273		 Val RE1 dist: 1759.451953125
             	SED dist: 3.1870814236727627		 Val SED dist: 4.887785339355469

Epoch 525/65000: Training Loss: 1.4429766915061257		 Val Loss: 2.1560031890869142
             	Training MAE: 0.1623031347990036		 Val MAE: 0.1291545331478119
             	Algebraic dist: 36.73376742276278		 Val Algebraic dist: 33.90229187011719
             	RE1 dist: 1369.9254261363637		 Val RE1 dist: 1333.58671875
             	SED dist: 2.7338650443337182		 Val SED dist: 4.2354583740234375

Epoch 526/65000: Training Loss: 1.3366172096946023		 Val Loss: 2.722119140625
             	Training MAE: 0.1584462821483612		 Val MAE: 0.11672668159008026
             	Algebraic dist: 33.80780306729403		 Val Algebraic dist: 42.33796997070313
             	RE1 dist: 1202.0715553977273		 Val RE1 dist: 1848.86875
             	SED dist: 2.517830588600852		 Val SED dist: 5.378853988647461

Epoch 527/65000: Training Loss: 1.1187022816051135		 Val Loss: 2.379106140136719
             	Training MAE: 0.16291658580303192		 Val MAE: 0.11206363886594772
             	Algebraic dist: 31.4042441628196		 Val Algebraic dist: 41.89152526855469
             	RE1 dist: 1096.5063032670455		 Val RE1 dist: 2138.2189453125
             	SED dist: 2.0675518729469995		 Val SED dist: 4.695684814453125

Epoch 528/65000: Training Loss: 1.07254036990079		 Val Loss: 2.240993309020996
             	Training MAE: 0.15972556173801422		 Val MAE: 0.1252899318933487
             	Algebraic dist: 32.40380304509943		 Val Algebraic dist: 40.657403564453126
             	RE1 dist: 1130.8323863636363		 Val RE1 dist: 1978.126171875
             	SED dist: 1.9712682203813032		 Val SED dist: 4.410218811035156

Epoch 529/65000: Training Loss: 1.130432822487571		 Val Loss: 2.416426086425781
             	Training MAE: 0.16478540003299713		 Val MAE: 0.12054617702960968
             	Algebraic dist: 33.03250399502841		 Val Algebraic dist: 40.149472045898435
             	RE1 dist: 1160.6047585227273		 Val RE1 dist: 1673.9826171875
             	SED dist: 2.087715669111772		 Val SED dist: 4.7650390625

Epoch 530/65000: Training Loss: 1.2236128720370205		 Val Loss: 2.1289310455322266
             	Training MAE: 0.15782812237739563		 Val MAE: 0.11212615668773651
             	Algebraic dist: 34.10964133522727		 Val Algebraic dist: 36.340765380859374
             	RE1 dist: 1175.3884055397727		 Val RE1 dist: 1318.065234375
             	SED dist: 2.2950030240145596		 Val SED dist: 4.194110488891601

Epoch 531/65000: Training Loss: 1.2300363020463423		 Val Loss: 1.9575342178344726
             	Training MAE: 0.15585117042064667		 Val MAE: 0.11209914088249207
             	Algebraic dist: 34.3143477006392		 Val Algebraic dist: 36.054220581054686
             	RE1 dist: 1220.9539240056818		 Val RE1 dist: 1455.4404296875
             	SED dist: 2.301128387451172		 Val SED dist: 3.852671813964844

Epoch 532/65000: Training Loss: 1.085816209966486		 Val Loss: 2.0428182601928713
             	Training MAE: 0.1511530876159668		 Val MAE: 0.10765493661165237
             	Algebraic dist: 32.90644975142045		 Val Algebraic dist: 38.99061584472656
             	RE1 dist: 1104.1083984375		 Val RE1 dist: 1916.2607421875
             	SED dist: 2.022468393499201		 Val SED dist: 4.0256813049316404

Epoch 533/65000: Training Loss: 1.0786327015269885		 Val Loss: 1.8486810684204102
             	Training MAE: 0.1549500674009323		 Val MAE: 0.11549609154462814
             	Algebraic dist: 31.581160111860797		 Val Algebraic dist: 32.13186950683594
             	RE1 dist: 1051.9825994318182		 Val RE1 dist: 1315.674609375
             	SED dist: 2.0028258236971768		 Val SED dist: 3.632334899902344

Epoch 534/65000: Training Loss: 1.1163817319003018		 Val Loss: 1.7743341445922851
             	Training MAE: 0.1524197906255722		 Val MAE: 0.12559323012828827
             	Algebraic dist: 31.476076993075285		 Val Algebraic dist: 31.962432861328125
             	RE1 dist: 1063.5573508522727		 Val RE1 dist: 1332.19267578125
             	SED dist: 2.0876170071688565		 Val SED dist: 3.476028823852539

Epoch 535/65000: Training Loss: 1.3845272064208984		 Val Loss: 1.9326837539672852
             	Training MAE: 0.15906235575675964		 Val MAE: 0.11760756373405457
             	Algebraic dist: 34.34111993963068		 Val Algebraic dist: 32.6220458984375
             	RE1 dist: 1438.8755326704545		 Val RE1 dist: 1580.53603515625
             	SED dist: 2.615216688676314		 Val SED dist: 3.7973148345947267

Epoch 536/65000: Training Loss: 1.242065342989835		 Val Loss: 1.9897638320922852
             	Training MAE: 0.15657372772693634		 Val MAE: 0.11261225491762161
             	Algebraic dist: 31.585310502485797		 Val Algebraic dist: 35.816009521484375
             	RE1 dist: 1120.823153409091		 Val RE1 dist: 1326.705859375
             	SED dist: 2.326116215098988		 Val SED dist: 3.915528106689453

Epoch 537/65000: Training Loss: 1.2545235373757102		 Val Loss: 1.899236297607422
             	Training MAE: 0.15870928764343262		 Val MAE: 0.11589968204498291
             	Algebraic dist: 33.47142167524858		 Val Algebraic dist: 31.043255615234376
             	RE1 dist: 1168.4768288352273		 Val RE1 dist: 1038.146484375
             	SED dist: 2.3506147211248223		 Val SED dist: 3.73280029296875

Epoch 538/65000: Training Loss: 1.2154862663962624		 Val Loss: 2.129322814941406
             	Training MAE: 0.15883181989192963		 Val MAE: 0.11558443307876587
             	Algebraic dist: 30.943991921164773		 Val Algebraic dist: 36.324468994140624
             	RE1 dist: 1098.723721590909		 Val RE1 dist: 1385.519921875
             	SED dist: 2.2641149000688032		 Val SED dist: 4.193064117431641

Epoch 539/65000: Training Loss: 1.1011919541792436		 Val Loss: 2.138958740234375
             	Training MAE: 0.15964703261852264		 Val MAE: 0.11312086135149002
             	Algebraic dist: 30.426449862393465		 Val Algebraic dist: 36.91018371582031
             	RE1 dist: 969.7431640625		 Val RE1 dist: 1904.1345703125
             	SED dist: 2.038816798817028		 Val SED dist: 4.21386833190918

Epoch 540/65000: Training Loss: 1.2047915025190874		 Val Loss: 2.492575454711914
             	Training MAE: 0.15661373734474182		 Val MAE: 0.11762163043022156
             	Algebraic dist: 33.78108908913352		 Val Algebraic dist: 40.349649047851564
             	RE1 dist: 1208.7127130681818		 Val RE1 dist: 2331.083984375
             	SED dist: 2.245425831187855		 Val SED dist: 4.917634201049805

Epoch 541/65000: Training Loss: 1.2275361147793857		 Val Loss: 2.344526481628418
             	Training MAE: 0.1597205400466919		 Val MAE: 0.11593827605247498
             	Algebraic dist: 33.12861772017045		 Val Algebraic dist: 39.65714111328125
             	RE1 dist: 1153.5017755681818		 Val RE1 dist: 1723.9107421875
             	SED dist: 2.27120624889027		 Val SED dist: 4.62359619140625

Epoch 542/65000: Training Loss: 1.5296424518931995		 Val Loss: 2.305501174926758
             	Training MAE: 0.15569360554218292		 Val MAE: 0.11929874867200851
             	Algebraic dist: 38.91633189808238		 Val Algebraic dist: 39.38746032714844
             	RE1 dist: 1655.0031960227273		 Val RE1 dist: 1669.991015625
             	SED dist: 2.8978330438787285		 Val SED dist: 4.5432792663574215

Epoch 543/65000: Training Loss: 1.5137360312721946		 Val Loss: 2.4386104583740233
             	Training MAE: 0.1613694429397583		 Val MAE: 0.13207319378852844
             	Algebraic dist: 38.53083662553267		 Val Algebraic dist: 38.32750549316406
             	RE1 dist: 1441.803622159091		 Val RE1 dist: 1924.61015625
             	SED dist: 2.860694711858576		 Val SED dist: 4.798094177246094

Epoch 544/65000: Training Loss: 1.2036216909235173		 Val Loss: 1.9657997131347655
             	Training MAE: 0.16185088455677032		 Val MAE: 0.12317081540822983
             	Algebraic dist: 32.953582763671875		 Val Algebraic dist: 36.803262329101564
             	RE1 dist: 1285.8484552556818		 Val RE1 dist: 1762.524609375
             	SED dist: 2.231861287897283		 Val SED dist: 3.861582946777344

Epoch 545/65000: Training Loss: 1.1622017947110264		 Val Loss: 2.117319107055664
             	Training MAE: 0.15918484330177307		 Val MAE: 0.11864451318979263
             	Algebraic dist: 32.89244495738637		 Val Algebraic dist: 34.43720397949219
             	RE1 dist: 1288.789151278409		 Val RE1 dist: 1284.53427734375
             	SED dist: 2.162194858897816		 Val SED dist: 4.167815780639648

Epoch 546/65000: Training Loss: 1.1760460246693005		 Val Loss: 2.013357162475586
             	Training MAE: 0.1556519716978073		 Val MAE: 0.11227478086948395
             	Algebraic dist: 31.72784423828125		 Val Algebraic dist: 33.753964233398435
             	RE1 dist: 980.9173473011364		 Val RE1 dist: 1191.94140625
             	SED dist: 2.2005382884632456		 Val SED dist: 3.9648979187011717

Epoch 547/65000: Training Loss: 1.3869610699740322		 Val Loss: 1.6555225372314453
             	Training MAE: 0.15468986332416534		 Val MAE: 0.10824388265609741
             	Algebraic dist: 33.74143288352273		 Val Algebraic dist: 32.0671630859375
             	RE1 dist: 1204.9439808238637		 Val RE1 dist: 1290.82978515625
             	SED dist: 2.6172507892955434		 Val SED dist: 3.250844192504883

Epoch 548/65000: Training Loss: 1.2178525057705967		 Val Loss: 2.771011734008789
             	Training MAE: 0.16439709067344666		 Val MAE: 0.12678486108779907
             	Algebraic dist: 33.162816827947445		 Val Algebraic dist: 40.7795654296875
             	RE1 dist: 1213.3874289772727		 Val RE1 dist: 2097.14375
             	SED dist: 2.2505158511075107		 Val SED dist: 5.469202041625977

Epoch 549/65000: Training Loss: 1.233394449407404		 Val Loss: 2.0691661834716797
             	Training MAE: 0.15840177237987518		 Val MAE: 0.11952394992113113
             	Algebraic dist: 32.2776045365767		 Val Algebraic dist: 33.1251220703125
             	RE1 dist: 1032.5667613636363		 Val RE1 dist: 1168.0130859375
             	SED dist: 2.3014904369007456		 Val SED dist: 4.071184158325195

Epoch 550/65000: Training Loss: 1.41331655328924		 Val Loss: 2.295706939697266
             	Training MAE: 0.16027405858039856		 Val MAE: 0.11655711382627487
             	Algebraic dist: 34.66927823153409		 Val Algebraic dist: 38.451971435546874
             	RE1 dist: 1542.1484375		 Val RE1 dist: 1528.73037109375
             	SED dist: 2.6597449562766333		 Val SED dist: 4.523113632202149

Epoch 551/65000: Training Loss: 1.2319595163518733		 Val Loss: 1.8810510635375977
             	Training MAE: 0.16189424693584442		 Val MAE: 0.11783473193645477
             	Algebraic dist: 34.37720836292613		 Val Algebraic dist: 33.70567321777344
             	RE1 dist: 1241.3196022727273		 Val RE1 dist: 1443.6712890625
             	SED dist: 2.2946922995827417		 Val SED dist: 3.6958404541015626

Epoch 552/65000: Training Loss: 1.0144198157570579		 Val Loss: 2.2958200454711912
             	Training MAE: 0.16366013884544373		 Val MAE: 0.12032460421323776
             	Algebraic dist: 28.26411299272017		 Val Algebraic dist: 36.846902465820314
             	RE1 dist: 943.6666370738636		 Val RE1 dist: 1719.36953125
             	SED dist: 1.848455082286488		 Val SED dist: 4.5232501983642575

Epoch 553/65000: Training Loss: 1.091246778314764		 Val Loss: 1.9565984725952148
             	Training MAE: 0.15772977471351624		 Val MAE: 0.11998023092746735
             	Algebraic dist: 30.2306601784446		 Val Algebraic dist: 34.507574462890624
             	RE1 dist: 929.9175248579545		 Val RE1 dist: 1457.22685546875
             	SED dist: 2.0181009119207207		 Val SED dist: 3.844524383544922

Epoch 554/65000: Training Loss: 0.9708598743785511		 Val Loss: 1.8596065521240235
             	Training MAE: 0.16070538759231567		 Val MAE: 0.11359820514917374
             	Algebraic dist: 28.179745760830965		 Val Algebraic dist: 32.478738403320314
             	RE1 dist: 816.0121626420455		 Val RE1 dist: 1274.96103515625
             	SED dist: 1.7715114246715198		 Val SED dist: 3.6555747985839844

Epoch 555/65000: Training Loss: 1.0170354843139648		 Val Loss: 1.8488166809082032
             	Training MAE: 0.15671759843826294		 Val MAE: 0.11748532205820084
             	Algebraic dist: 28.806008078835227		 Val Algebraic dist: 32.54857177734375
             	RE1 dist: 964.7899502840909		 Val RE1 dist: 1324.48203125
             	SED dist: 1.872790596701882		 Val SED dist: 3.6313552856445312

Epoch 556/65000: Training Loss: 1.078852653503418		 Val Loss: 1.8724233627319335
             	Training MAE: 0.15956023335456848		 Val MAE: 0.1169985979795456
             	Algebraic dist: 29.45151311700994		 Val Algebraic dist: 32.55145263671875
             	RE1 dist: 907.6779119318181		 Val RE1 dist: 1486.13212890625
             	SED dist: 1.9943114194003018		 Val SED dist: 3.6788368225097656

Epoch 557/65000: Training Loss: 1.062809944152832		 Val Loss: 1.9575925827026368
             	Training MAE: 0.1602480709552765		 Val MAE: 0.11362285166978836
             	Algebraic dist: 29.73543756658381		 Val Algebraic dist: 35.10841064453125
             	RE1 dist: 1027.3441051136363		 Val RE1 dist: 1338.41181640625
             	SED dist: 1.9554238752885298		 Val SED dist: 3.852648162841797

Epoch 558/65000: Training Loss: 1.081066825173118		 Val Loss: 2.169696807861328
             	Training MAE: 0.1553698033094406		 Val MAE: 0.11454769223928452
             	Algebraic dist: 29.9898681640625		 Val Algebraic dist: 33.92891235351563
             	RE1 dist: 976.7848011363636		 Val RE1 dist: 1156.97841796875
             	SED dist: 2.008415395563299		 Val SED dist: 4.275657272338867

Epoch 559/65000: Training Loss: 1.1064193898981267		 Val Loss: 1.976005744934082
             	Training MAE: 0.15848559141159058		 Val MAE: 0.1135389432311058
             	Algebraic dist: 29.02444735440341		 Val Algebraic dist: 33.71550598144531
             	RE1 dist: 966.3570667613636		 Val RE1 dist: 1270.56123046875
             	SED dist: 2.043256239457564		 Val SED dist: 3.8884117126464846

Epoch 560/65000: Training Loss: 1.209153868935325		 Val Loss: 1.796107292175293
             	Training MAE: 0.16127079725265503		 Val MAE: 0.12913256883621216
             	Algebraic dist: 30.540383078835227		 Val Algebraic dist: 29.6655517578125
             	RE1 dist: 1040.7029474431818		 Val RE1 dist: 990.691796875
             	SED dist: 2.243560791015625		 Val SED dist: 3.5170257568359373

Epoch 561/65000: Training Loss: 0.9470476670698686		 Val Loss: 1.8058008193969726
             	Training MAE: 0.1568892002105713		 Val MAE: 0.11876174062490463
             	Algebraic dist: 28.009626908735797		 Val Algebraic dist: 31.103857421875
             	RE1 dist: 833.8322975852273		 Val RE1 dist: 1047.182421875
             	SED dist: 1.7397771315141157		 Val SED dist: 3.545074462890625

Epoch 562/65000: Training Loss: 0.9764548214999113		 Val Loss: 2.4606224060058595
             	Training MAE: 0.16046416759490967		 Val MAE: 0.11673697829246521
             	Algebraic dist: 27.48771806196733		 Val Algebraic dist: 34.74880676269531
             	RE1 dist: 806.5603693181819		 Val RE1 dist: 1634.353125
             	SED dist: 1.7854862213134766		 Val SED dist: 4.853848648071289

Epoch 563/65000: Training Loss: 1.107448231090199		 Val Loss: 1.8624574661254882
             	Training MAE: 0.15644316375255585		 Val MAE: 0.11996877938508987
             	Algebraic dist: 29.115062366832387		 Val Algebraic dist: 31.774142456054687
             	RE1 dist: 963.7694424715909		 Val RE1 dist: 1231.73046875
             	SED dist: 2.0586612007834693		 Val SED dist: 3.656169128417969

Epoch 564/65000: Training Loss: 1.0925263491543857		 Val Loss: 2.2666683197021484
             	Training MAE: 0.1573377400636673		 Val MAE: 0.1162949874997139
             	Algebraic dist: 30.974606600674715		 Val Algebraic dist: 38.74573974609375
             	RE1 dist: 1000.1219815340909		 Val RE1 dist: 1589.954296875
             	SED dist: 2.0274727561257104		 Val SED dist: 4.469170379638672

Epoch 565/65000: Training Loss: 1.0741511258212002		 Val Loss: 2.4110103607177735
             	Training MAE: 0.1571839600801468		 Val MAE: 0.12397399544715881
             	Algebraic dist: 29.92662741921165		 Val Algebraic dist: 35.42732543945313
             	RE1 dist: 945.2066761363636		 Val RE1 dist: 1465.939453125
             	SED dist: 1.9856293418190696		 Val SED dist: 4.752422332763672

Epoch 566/65000: Training Loss: 1.024361176924272		 Val Loss: 2.0308406829833983
             	Training MAE: 0.15768949687480927		 Val MAE: 0.11258051544427872
             	Algebraic dist: 28.26101129705256		 Val Algebraic dist: 35.02396850585937
             	RE1 dist: 861.8394886363636		 Val RE1 dist: 1591.7689453125
             	SED dist: 1.8842079856178977		 Val SED dist: 4.00041618347168

Epoch 567/65000: Training Loss: 1.043936469338157		 Val Loss: 2.0751195907592774
             	Training MAE: 0.16175587475299835		 Val MAE: 0.1255609542131424
             	Algebraic dist: 28.47122469815341		 Val Algebraic dist: 33.04191589355469
             	RE1 dist: 914.0416370738636		 Val RE1 dist: 1208.3943359375
             	SED dist: 1.9136678522283381		 Val SED dist: 4.077520751953125

Epoch 568/65000: Training Loss: 1.1635068546641956		 Val Loss: 2.0931159973144533
             	Training MAE: 0.15994882583618164		 Val MAE: 0.11551541835069656
             	Algebraic dist: 30.38877452503551		 Val Algebraic dist: 34.913552856445314
             	RE1 dist: 989.1324573863636		 Val RE1 dist: 1391.4396484375
             	SED dist: 2.160761746493253		 Val SED dist: 4.122882080078125

Epoch 569/65000: Training Loss: 1.1053794514049182		 Val Loss: 2.202944755554199
             	Training MAE: 0.15407007932662964		 Val MAE: 0.12065394222736359
             	Algebraic dist: 29.71200006658381		 Val Algebraic dist: 34.772012329101564
             	RE1 dist: 940.1248224431819		 Val RE1 dist: 1332.666015625
             	SED dist: 2.0604884407737036		 Val SED dist: 4.337666320800781

Epoch 570/65000: Training Loss: 1.0295399752530185		 Val Loss: 2.1881433486938477
             	Training MAE: 0.1580015867948532		 Val MAE: 0.1105630174279213
             	Algebraic dist: 28.99755859375		 Val Algebraic dist: 37.46552429199219
             	RE1 dist: 824.9215198863636		 Val RE1 dist: 1759.6275390625
             	SED dist: 1.8913114721124822		 Val SED dist: 4.314696884155273

Epoch 571/65000: Training Loss: 0.9920654296875		 Val Loss: 2.033132553100586
             	Training MAE: 0.1579224318265915		 Val MAE: 0.12613339722156525
             	Algebraic dist: 28.95149647105824		 Val Algebraic dist: 33.670098876953126
             	RE1 dist: 891.2764559659091		 Val RE1 dist: 1425.60771484375
             	SED dist: 1.8222633708607068		 Val SED dist: 3.9932823181152344

Epoch 572/65000: Training Loss: 0.9350142045454546		 Val Loss: 1.9229303359985352
             	Training MAE: 0.1571933925151825		 Val MAE: 0.11131725460290909
             	Algebraic dist: 27.460837624289773		 Val Algebraic dist: 32.028045654296875
             	RE1 dist: 793.2055220170455		 Val RE1 dist: 1407.40302734375
             	SED dist: 1.7154241041703657		 Val SED dist: 3.783723831176758

Epoch 573/65000: Training Loss: 0.9770064787431196		 Val Loss: 1.9659412384033204
             	Training MAE: 0.15776915848255157		 Val MAE: 0.1145055964589119
             	Algebraic dist: 26.66227306019176		 Val Algebraic dist: 33.61341857910156
             	RE1 dist: 781.4243607954545		 Val RE1 dist: 1196.5658203125
             	SED dist: 1.7898937572132458		 Val SED dist: 3.8704856872558593

Epoch 574/65000: Training Loss: 1.0262385281649502		 Val Loss: 2.569460868835449
             	Training MAE: 0.1587425172328949		 Val MAE: 0.11541446298360825
             	Algebraic dist: 28.371917724609375		 Val Algebraic dist: 36.84369812011719
             	RE1 dist: 820.9936079545455		 Val RE1 dist: 1290.75859375
             	SED dist: 1.884003379128196		 Val SED dist: 5.073934173583984

Epoch 575/65000: Training Loss: 1.085331830111417		 Val Loss: 1.9605709075927735
             	Training MAE: 0.15423588454723358		 Val MAE: 0.11889918893575668
             	Algebraic dist: 29.637096058238637		 Val Algebraic dist: 32.95692443847656
             	RE1 dist: 997.5274325284091		 Val RE1 dist: 1194.2447265625
             	SED dist: 2.0237095572731714		 Val SED dist: 3.855315017700195

Epoch 576/65000: Training Loss: 1.0625824494795366		 Val Loss: 2.3398067474365236
             	Training MAE: 0.15660659968852997		 Val MAE: 0.11307236552238464
             	Algebraic dist: 29.75071300159801		 Val Algebraic dist: 37.17665405273438
             	RE1 dist: 928.5282315340909		 Val RE1 dist: 1522.508984375
             	SED dist: 1.973492362282493		 Val SED dist: 4.617348098754883

Epoch 577/65000: Training Loss: 1.0961782282049006		 Val Loss: 1.680624008178711
             	Training MAE: 0.15289656817913055		 Val MAE: 0.11174926161766052
             	Algebraic dist: 29.63449651544744		 Val Algebraic dist: 31.090347290039062
             	RE1 dist: 848.9754083806819		 Val RE1 dist: 1046.0744140625
             	SED dist: 2.0446917793967505		 Val SED dist: 3.3012363433837892

Epoch 578/65000: Training Loss: 1.098459330472079		 Val Loss: 2.3375864028930664
             	Training MAE: 0.15939614176750183		 Val MAE: 0.11462222784757614
             	Algebraic dist: 28.210549094460227		 Val Algebraic dist: 38.164947509765625
             	RE1 dist: 985.0095880681819		 Val RE1 dist: 1506.0392578125
             	SED dist: 2.0281212546608667		 Val SED dist: 4.612087249755859

Epoch 579/65000: Training Loss: 1.129073143005371		 Val Loss: 1.7992229461669922
             	Training MAE: 0.159231036901474		 Val MAE: 0.11301007121801376
             	Algebraic dist: 30.823577880859375		 Val Algebraic dist: 33.938742065429686
             	RE1 dist: 1074.697265625		 Val RE1 dist: 1451.5458984375
             	SED dist: 2.0837828896262427		 Val SED dist: 3.535751724243164

Epoch 580/65000: Training Loss: 1.0334252444180576		 Val Loss: 1.889848518371582
             	Training MAE: 0.15881986916065216		 Val MAE: 0.13199059665203094
             	Algebraic dist: 28.53697343306108		 Val Algebraic dist: 29.798867797851564
             	RE1 dist: 847.5971235795455		 Val RE1 dist: 1150.778125
             	SED dist: 1.9044834483753552		 Val SED dist: 3.700988006591797

Epoch 581/65000: Training Loss: 1.076041048223322		 Val Loss: 1.9970434188842774
             	Training MAE: 0.1569036841392517		 Val MAE: 0.1136775091290474
             	Algebraic dist: 29.381344881924715		 Val Algebraic dist: 35.14997863769531
             	RE1 dist: 962.2579900568181		 Val RE1 dist: 1693.7525390625
             	SED dist: 1.9977964921431108		 Val SED dist: 3.9304183959960937

Epoch 582/65000: Training Loss: 1.0482610355723987		 Val Loss: 1.9562891006469727
             	Training MAE: 0.1550903171300888		 Val MAE: 0.11033274233341217
             	Algebraic dist: 28.1333534934304		 Val Algebraic dist: 33.14354248046875
             	RE1 dist: 854.8916015625		 Val RE1 dist: 1127.39091796875
             	SED dist: 1.9447255568070845		 Val SED dist: 3.853536605834961

Epoch 583/65000: Training Loss: 1.1449564153497869		 Val Loss: 1.9794282913208008
             	Training MAE: 0.15858395397663116		 Val MAE: 0.12013190239667892
             	Algebraic dist: 28.826629638671875		 Val Algebraic dist: 33.828128051757815
             	RE1 dist: 918.3494318181819		 Val RE1 dist: 1408.79296875
             	SED dist: 2.126854116266424		 Val SED dist: 3.8920005798339843

Epoch 584/65000: Training Loss: 1.032476165077903		 Val Loss: 2.237670135498047
             	Training MAE: 0.16195647418498993		 Val MAE: 0.11752913892269135
             	Algebraic dist: 28.492387251420453		 Val Algebraic dist: 36.218344116210936
             	RE1 dist: 906.693359375		 Val RE1 dist: 1709.0216796875
             	SED dist: 1.8897575031627307		 Val SED dist: 4.40942153930664

Epoch 585/65000: Training Loss: 1.0072112516923384		 Val Loss: 2.254978561401367
             	Training MAE: 0.15880045294761658		 Val MAE: 0.11781485378742218
             	Algebraic dist: 28.295659845525567		 Val Algebraic dist: 34.63929748535156
             	RE1 dist: 890.7959872159091		 Val RE1 dist: 1409.20771484375
             	SED dist: 1.8452200456099077		 Val SED dist: 4.444219970703125

Epoch 586/65000: Training Loss: 1.0501341386274858		 Val Loss: 2.1970653533935547
             	Training MAE: 0.1578432321548462		 Val MAE: 0.11311621963977814
             	Algebraic dist: 29.14082197709517		 Val Algebraic dist: 33.96602783203125
             	RE1 dist: 901.9513494318181		 Val RE1 dist: 1184.40244140625
             	SED dist: 1.9426824396306819		 Val SED dist: 4.3331451416015625

Epoch 587/65000: Training Loss: 1.083621458573775		 Val Loss: 1.8779296875
             	Training MAE: 0.16002309322357178		 Val MAE: 0.11111526191234589
             	Algebraic dist: 28.25992376154119		 Val Algebraic dist: 31.577407836914062
             	RE1 dist: 875.8353160511364		 Val RE1 dist: 1153.0662109375
             	SED dist: 2.000594745982777		 Val SED dist: 3.6958908081054687

Epoch 588/65000: Training Loss: 1.0978058034723455		 Val Loss: 1.9949623107910157
             	Training MAE: 0.1592007875442505		 Val MAE: 0.11496123671531677
             	Algebraic dist: 28.82234608043324		 Val Algebraic dist: 32.44601745605469
             	RE1 dist: 984.7530184659091		 Val RE1 dist: 1355.61513671875
             	SED dist: 2.032198125665838		 Val SED dist: 3.9270580291748045

Epoch 589/65000: Training Loss: 1.046239592812278		 Val Loss: 1.8280611038208008
             	Training MAE: 0.1594395637512207		 Val MAE: 0.11991235613822937
             	Algebraic dist: 28.601801091974433		 Val Algebraic dist: 31.222256469726563
             	RE1 dist: 807.5050603693181		 Val RE1 dist: 1287.208203125
             	SED dist: 1.9250302748246626		 Val SED dist: 3.590945816040039

Epoch 590/65000: Training Loss: 0.9543750069358132		 Val Loss: 1.9531610488891602
             	Training MAE: 0.15751077234745026		 Val MAE: 0.12100695818662643
             	Algebraic dist: 27.64205655184659		 Val Algebraic dist: 31.904840087890626
             	RE1 dist: 836.3693181818181		 Val RE1 dist: 1280.4177734375
             	SED dist: 1.7459350932728162		 Val SED dist: 3.8381500244140625

Epoch 591/65000: Training Loss: 1.0361524928699841		 Val Loss: 2.47208251953125
             	Training MAE: 0.1591709554195404		 Val MAE: 0.111797034740448
             	Algebraic dist: 28.12826815518466		 Val Algebraic dist: 37.034732055664065
             	RE1 dist: 855.7163529829545		 Val RE1 dist: 1697.337109375
             	SED dist: 1.9038796858354048		 Val SED dist: 4.883903884887696

Epoch 592/65000: Training Loss: 1.1230186115611682		 Val Loss: 2.3701828002929686
             	Training MAE: 0.15892618894577026		 Val MAE: 0.11493193358182907
             	Algebraic dist: 28.950639204545453		 Val Algebraic dist: 36.53868408203125
             	RE1 dist: 875.4407848011364		 Val RE1 dist: 1690.98203125
             	SED dist: 2.078059109774503		 Val SED dist: 4.678277969360352

Epoch 593/65000: Training Loss: 0.9833104393698953		 Val Loss: 2.1227748870849608
             	Training MAE: 0.1590922474861145		 Val MAE: 0.11653374135494232
             	Algebraic dist: 27.342573686079547		 Val Algebraic dist: 33.08198852539063
             	RE1 dist: 854.6875887784091		 Val RE1 dist: 1420.4814453125
             	SED dist: 1.8050329034978694		 Val SED dist: 4.1816448211669925

Epoch 594/65000: Training Loss: 0.9508416435935281		 Val Loss: 2.2619136810302733
             	Training MAE: 0.1562357395887375		 Val MAE: 0.10972589999437332
             	Algebraic dist: 26.182733709161933		 Val Algebraic dist: 37.69255676269531
             	RE1 dist: 729.6266867897727		 Val RE1 dist: 1733.548046875
             	SED dist: 1.7417798475785689		 Val SED dist: 4.465009689331055

Epoch 595/65000: Training Loss: 0.8821613138372247		 Val Loss: 2.1938785552978515
